accession,start,end,cds_product
CP131709.1,344364,345788,Error: 'ExactPosition' object has no attribute 'position'
CP045931.1,318451,319875,Error: 'ExactPosition' object has no attribute 'position'
LR216063.1,343821,345245,Error: 'ExactPosition' object has no attribute 'position'
LR216061.1,435878,437302,Error: 'ExactPosition' object has no attribute 'position'
LR216047.1,383775,385199,Error: 'ExactPosition' object has no attribute 'position'
LR216036.1,329271,330695,Error: 'ExactPosition' object has no attribute 'position'
CP155531.1,1762979,1761555,Error: 'ExactPosition' object has no attribute 'position'
CP020551.1,392322,393746,Error: 'ExactPosition' object has no attribute 'position'
CP020549.1,371617,373041,Error: 'ExactPosition' object has no attribute 'position'
CP018138.1,327163,328587,Error: 'ExactPosition' object has no attribute 'position'
CP018137.1,325501,326925,Error: 'ExactPosition' object has no attribute 'position'
CP018136.1,406105,407529,Error: 'ExactPosition' object has no attribute 'position'
CP137108.1,723835,722411,No matching CDS
CP137104.1,723835,722411,No matching CDS
AP026921.1,386835,388259,Error: 'ExactPosition' object has no attribute 'position'
AP026914.1,315430,316854,Error: 'ExactPosition' object has no attribute 'position'
CP118282.1,1739127,1740551,Error: 'ExactPosition' object has no attribute 'position'
CP118283.1,1721281,1722705,Error: 'ExactPosition' object has no attribute 'position'
CP118284.1,1771453,1770029,Error: 'BeforePosition' object has no attribute 'position'
CP118281.1,1911625,1913049,Error: 'ExactPosition' object has no attribute 'position'
CP118280.1,1846436,1847860,Error: 'ExactPosition' object has no attribute 'position'
CP091450.1,326980,328404,Error: 'ExactPosition' object has no attribute 'position'
CP035252.1,319879,321303,Error: 'ExactPosition' object has no attribute 'position'
CP035251.1,321219,322643,Error: 'ExactPosition' object has no attribute 'position'
CP071916.1,329910,331334,Error: 'ExactPosition' object has no attribute 'position'
CP071917.1,366621,368045,Error: 'ExactPosition' object has no attribute 'position'
CP071918.1,366621,368045,Error: 'ExactPosition' object has no attribute 'position'
HG799488.1,8768,10192,Error: 'BeforePosition' object has no attribute 'position'
CP063829.1,348004,349428,Error: 'ExactPosition' object has no attribute 'position'
JF911521.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911520.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911519.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911518.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911517.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911516.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911514.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911513.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911512.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
JF911511.1,8768,10192,Error: 'ExactPosition' object has no attribute 'position'
CP001993.1,590313,591737,Error: 'ExactPosition' object has no attribute 'position'
CP000936.1,413668,415092,Error: 'ExactPosition' object has no attribute 'position'
CR931675.1,10619,12043,Error: 'ExactPosition' object has no attribute 'position'
AF094575.1,10500,11924,Error: 'BeforePosition' object has no attribute 'position'
LR216050.1,292533,293957,Error: 'ExactPosition' object has no attribute 'position'
LR216015.1,369228,370652,Error: 'ExactPosition' object has no attribute 'position'
HG799505.1,8768,10192,Error: 'BeforePosition' object has no attribute 'position'
AP018938.1,353240,354658,Error: 'ExactPosition' object has no attribute 'position'
LR134294.1,1976361,1977779,Error: 'ExactPosition' object has no attribute 'position'
CP031245.1,883827,885245,No matching CDS
CP025076.1,1640220,1641638,Error: 'ExactPosition' object has no attribute 'position'
CP035236.1,346868,348286,Error: 'ExactPosition' object has no attribute 'position'
JF911529.1,8765,10183,Error: 'ExactPosition' object has no attribute 'position'
CR931678.1,12240,13658,Error: 'ExactPosition' object has no attribute 'position'
HG799504.1,8767,10185,Error: 'BeforePosition' object has no attribute 'position'
LR216035.1,289492,290910,Error: 'ExactPosition' object has no attribute 'position'
JF911531.1,8765,10183,Error: 'ExactPosition' object has no attribute 'position'
JF911526.1,8765,10183,Error: 'ExactPosition' object has no attribute 'position'
JF911525.1,8765,10183,Error: 'ExactPosition' object has no attribute 'position'
JF911523.1,8766,10184,Error: 'ExactPosition' object has no attribute 'position'
JF911522.1,8766,10184,Error: 'ExactPosition' object has no attribute 'position'
CP001015.1,312539,313957,Error: 'ExactPosition' object has no attribute 'position'
CP035897.1,314886,316304,Error: 'ExactPosition' object has no attribute 'position'
LR216032.1,319358,320776,Error: 'ExactPosition' object has no attribute 'position'
CP035257.1,349269,350687,Error: 'ExactPosition' object has no attribute 'position'
JF911530.1,8765,10183,Error: 'ExactPosition' object has no attribute 'position'
JF911528.1,8765,10183,Error: 'ExactPosition' object has no attribute 'position'
JF911524.1,8765,10183,Error: 'ExactPosition' object has no attribute 'position'
AP018391.1,316558,317976,Error: 'ExactPosition' object has no attribute 'position'
CP131715.1,336912,338330,Error: 'ExactPosition' object has no attribute 'position'
CP131711.1,344882,346300,Error: 'ExactPosition' object has no attribute 'position'
CP018347.1,757976,759394,No matching CDS
CP137103.1,1418849,1420267,No matching CDS
CP107038.1,398376,399794,Error: 'ExactPosition' object has no attribute 'position'
CP003357.2,404196,405614,Error: 'ExactPosition' object has no attribute 'position'
CP096809.1,344821,346239,Error: 'ExactPosition' object has no attribute 'position'
CP091451.1,359179,360597,Error: 'ExactPosition' object has no attribute 'position'
OV904788.1,154562,153144,Error: 'ExactPosition' object has no attribute 'position'
CP035237.1,365001,366419,Error: 'ExactPosition' object has no attribute 'position'
CP006844.1,325453,326871,Error: 'ExactPosition' object has no attribute 'position'
CP000921.1,365201,366619,Error: 'ExactPosition' object has no attribute 'position'
LR536845.1,327003,328394,Error: 'BeforePosition' object has no attribute 'position'
LR216060.1,348504,349895,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,359167,360558,Error: 'BeforePosition' object has no attribute 'position'
LR216033.1,356023,357414,Error: 'BeforePosition' object has no attribute 'position'
LR216019.1,322829,324220,Error: 'BeforePosition' object has no attribute 'position'
LR216013.1,334594,335985,Error: 'BeforePosition' object has no attribute 'position'
CP157351.1,1900744,1899353,Error: 'BeforePosition' object has no attribute 'position'
LT594599.1,9794,11185,Error: 'BeforePosition' object has no attribute 'position'
AP026920.1,353704,355095,Error: 'BeforePosition' object has no attribute 'position'
KT907353.1,9966,11357,Error: 'BeforePosition' object has no attribute 'position'
KC522521.1,4,1395,Error: 'BeforePosition' object has no attribute 'position'
JF911507.1,9794,11185,Error: 'BeforePosition' object has no attribute 'position'
JF911504.1,9794,11185,Error: 'BeforePosition' object has no attribute 'position'
CP002176.1,382976,384367,Error: 'BeforePosition' object has no attribute 'position'
U09239.1,8933,10351,Error: 'ExactPosition' object has no attribute 'position'
AF246897.1,10012,11403,Error: 'BeforePosition' object has no attribute 'position'
AB795227.1,5814,7109,No matching CDS
AB795225.1,5814,7109,No matching CDS
LR536837.1,391933,393324,Error: 'BeforePosition' object has no attribute 'position'
LR216021.1,359502,360893,Error: 'BeforePosition' object has no attribute 'position'
CP031246.1,884577,885674,No matching CDS
CP136899.1,652327,653424,Error: 'ExactPosition' object has no attribute 'position'
CP125291.1,315547,316644,Error: 'ExactPosition' object has no attribute 'position'
CP089949.1,372452,373549,Error: 'ExactPosition' object has no attribute 'position'
KF676986.1,2598,3695,Error: 'ExactPosition' object has no attribute 'position'
KF676985.1,2598,3695,Error: 'ExactPosition' object has no attribute 'position'
KF676984.1,2598,3695,Error: 'ExactPosition' object has no attribute 'position'
KF676983.1,2598,3695,Error: 'ExactPosition' object has no attribute 'position'
JX102572.1,9206,10303,Error: 'ExactPosition' object has no attribute 'position'
JX102571.1,9206,10303,Error: 'ExactPosition' object has no attribute 'position'
JX102570.1,9202,10299,Error: 'ExactPosition' object has no attribute 'position'
GU074953.1,2671,3768,Error: 'ExactPosition' object has no attribute 'position'
GU074952.1,2673,3770,Error: 'ExactPosition' object has no attribute 'position'
CP002121.1,349496,350593,Error: 'ExactPosition' object has no attribute 'position'
CR931656.1,8010,9107,Error: 'ExactPosition' object has no attribute 'position'
CR931653.1,8684,9781,Error: 'ExactPosition' object has no attribute 'position'
CR931657.1,7991,9088,Error: 'ExactPosition' object has no attribute 'position'
MK606429.1,9451,10548,Error: 'ExactPosition' object has no attribute 'position'
CP018838.1,1945708,1946805,Error: 'ExactPosition' object has no attribute 'position'
MF140335.1,6126,7223,Error: 'ExactPosition' object has no attribute 'position'
MF140334.1,6126,7223,Error: 'ExactPosition' object has no attribute 'position'
CP137110.1,724963,723866,No matching CDS
AP026925.1,317635,318732,Error: 'ExactPosition' object has no attribute 'position'
CR931654.1,7638,8717,Error: 'ExactPosition' object has no attribute 'position'
CR931655.1,9162,10241,Error: 'ExactPosition' object has no attribute 'position'
CR931667.1,8391,9473,Error: 'BeforePosition' object has no attribute 'position'
AF316639.1,8383,9477,Error: 'BeforePosition' object has no attribute 'position'
CR931635.1,8421,9515,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,389183,390277,Error: 'BeforePosition' object has no attribute 'position'
CP137114.1,700743,699649,No matching CDS
LR216042.1,411356,412450,Error: 'BeforePosition' object has no attribute 'position'
CP038252.1,1851029,1849935,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,1829403,1828309,Error: 'ExactPosition' object has no attribute 'position'
CP035239.1,327200,328294,Error: 'BeforePosition' object has no attribute 'position'
CP089948.1,327199,328293,Error: 'BeforePosition' object has no attribute 'position'
AE005672.3,326940,328034,Error: 'BeforePosition' object has no attribute 'position'
CP025256.1,326939,328033,Error: 'BeforePosition' object has no attribute 'position'
AP018936.1,334210,335304,Error: 'BeforePosition' object has no attribute 'position'
AP028611.1,334051,335145,Error: 'BeforePosition' object has no attribute 'position'
CR931718.1,8559,9641,Error: 'BeforePosition' object has no attribute 'position'
JQ653093.1,8251,9303,Error: 'BeforePosition' object has no attribute 'position'
JQ653094.1,8670,9722,Error: 'BeforePosition' object has no attribute 'position'
CR931679.1,9449,10501,Error: 'BeforePosition' object has no attribute 'position'
CP137102.1,690512,689460,No matching CDS
JF301956.1,2845,3153,Error: 'BeforePosition' object has no attribute 'position'
AF402095.1,6806,7114,Error: 'BeforePosition' object has no attribute 'position'
CR931645.1,7772,8080,Error: 'BeforePosition' object has no attribute 'position'
CR931648.1,8089,8397,Error: 'BeforePosition' object has no attribute 'position'
CR931646.1,8086,8394,Error: 'BeforePosition' object has no attribute 'position'
LR216062.1,291445,291753,Error: 'BeforePosition' object has no attribute 'position'
AP026915.1,359351,359659,Error: 'BeforePosition' object has no attribute 'position'
CP139863.1,731028,730720,No matching CDS
CP083627.1,1242638,1242946,Error: 'BeforePosition' object has no attribute 'position'
CP099641.1,1817616,1817308,No matching CDS
CP145437.1,1057652,1057344,Error: 'ExactPosition' object has no attribute 'position'
LS483448.1,357700,358008,No matching CDS
CP131713.1,332805,333113,Error: 'BeforePosition' object has no attribute 'position'
CP131714.1,332562,332870,Error: 'BeforePosition' object has no attribute 'position'
CP038253.1,333125,333433,Error: 'BeforePosition' object has no attribute 'position'
CP156625.1,1797041,1796733,Error: 'ExactPosition' object has no attribute 'position'
CP155534.1,1799212,1798904,Error: 'ExactPosition' object has no attribute 'position'
MK606437.1,9561,9869,Error: 'BeforePosition' object has no attribute 'position'
CR931708.1,8564,9157,Error: 'BeforePosition' object has no attribute 'position'
OP947499.1,10038,10631,Error: 'BeforePosition' object has no attribute 'position'
CR931647.1,8086,8394,Error: 'BeforePosition' object has no attribute 'position'
CP137112.1,1415808,1416116,No matching CDS
CR931652.1,9313,9822,Error: 'BeforePosition' object has no attribute 'position'
CR931650.1,9284,9733,Error: 'BeforePosition' object has no attribute 'position'
LR216024.1,381641,382090,Error: 'BeforePosition' object has no attribute 'position'
OR509589.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509588.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509587.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509586.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509585.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509584.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509583.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509582.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509581.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509580.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509579.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509578.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509577.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509576.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509575.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509574.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509573.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509572.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509571.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
OR509570.1,10905,11378,Error: 'BeforePosition' object has no attribute 'position'
GU074953.1,1501,1950,Error: 'ExactPosition' object has no attribute 'position'
KF676986.1,1428,1877,Error: 'ExactPosition' object has no attribute 'position'
GU074952.1,1503,1952,Error: 'ExactPosition' object has no attribute 'position'
KF676984.1,1428,1877,Error: 'ExactPosition' object has no attribute 'position'
KF676983.1,1428,1877,Error: 'ExactPosition' object has no attribute 'position'
KF676985.1,1428,1877,Error: 'ExactPosition' object has no attribute 'position'
CR931656.1,6840,7289,Error: 'ExactPosition' object has no attribute 'position'
CR931653.1,7514,7963,Error: 'ExactPosition' object has no attribute 'position'
JX102572.1,8036,8485,Error: 'ExactPosition' object has no attribute 'position'
JX102570.1,8032,8481,Error: 'ExactPosition' object has no attribute 'position'
JX102571.1,8036,8485,Error: 'ExactPosition' object has no attribute 'position'
CP136899.1,651157,651606,Error: 'ExactPosition' object has no attribute 'position'
CP125291.1,314377,314826,Error: 'ExactPosition' object has no attribute 'position'
CP031246.1,883407,883856,No matching CDS
CP002121.1,348326,348775,Error: 'ExactPosition' object has no attribute 'position'
CP089949.1,371282,371731,Error: 'ExactPosition' object has no attribute 'position'
CR931654.1,6568,7017,Error: 'ExactPosition' object has no attribute 'position'
CR931655.1,8092,8541,Error: 'ExactPosition' object has no attribute 'position'
LR536831.1,378258,378707,Error: 'ExactPosition' object has no attribute 'position'
CR931661.1,6495,6944,Error: 'ExactPosition' object has no attribute 'position'
LR216037.1,361321,361770,Error: 'ExactPosition' object has no attribute 'position'
X85787.1,6378,6827,Error: 'ExactPosition' object has no attribute 'position'
CR931662.1,6159,6608,Error: 'ExactPosition' object has no attribute 'position'
OM328062.1,4136,4585,Error: 'ExactPosition' object has no attribute 'position'
OM328063.1,7139,7588,Error: 'ExactPosition' object has no attribute 'position'
LR216025.1,281585,282034,Error: 'ExactPosition' object has no attribute 'position'
CP035259.1,326234,326683,Error: 'ExactPosition' object has no attribute 'position'
LS483417.1,332706,333155,Error: 'ExactPosition' object has no attribute 'position'
FQ312029.1,313740,314189,Error: 'ExactPosition' object has no attribute 'position'
LR216043.1,341553,342002,Error: 'ExactPosition' object has no attribute 'position'
LR129841.1,313358,313807,No matching CDS
CP035262.1,322035,322484,Error: 'ExactPosition' object has no attribute 'position'
CP035258.1,326225,326674,Error: 'ExactPosition' object has no attribute 'position'
CP000919.1,317733,318182,Error: 'ExactPosition' object has no attribute 'position'
LR216065.1,292889,293338,Error: 'ExactPosition' object has no attribute 'position'
AP028607.1,338937,339386,Error: 'ExactPosition' object has no attribute 'position'
CP035263.1,312593,313042,Error: 'ExactPosition' object has no attribute 'position'
LR595848.1,348676,349125,No matching CDS
LR216028.1,298780,299229,Error: 'ExactPosition' object has no attribute 'position'
CP131712.1,298969,299418,Error: 'ExactPosition' object has no attribute 'position'
CP001033.1,343975,344424,Error: 'ExactPosition' object has no attribute 'position'
CP113115.1,105929,105480,Error: 'ExactPosition' object has no attribute 'position'
CP113114.1,419337,419786,Error: 'ExactPosition' object has no attribute 'position'
CR931657.1,6821,7270,Error: 'ExactPosition' object has no attribute 'position'
MF140335.1,4956,5405,Error: 'ExactPosition' object has no attribute 'position'
MF140334.1,4956,5405,Error: 'ExactPosition' object has no attribute 'position'
MK606429.1,8281,8730,Error: 'ExactPosition' object has no attribute 'position'
CP137110.1,726133,725684,No matching CDS
CP018838.1,1944538,1944987,Error: 'ExactPosition' object has no attribute 'position'
AP026925.1,316465,316914,Error: 'ExactPosition' object has no attribute 'position'
CR931663.1,6166,6615,Error: 'ExactPosition' object has no attribute 'position'
CR931666.1,6517,6966,Error: 'ExactPosition' object has no attribute 'position'
CP025838.1,325116,325565,Error: 'ExactPosition' object has no attribute 'position'
CP131707.1,307781,308230,Error: 'ExactPosition' object has no attribute 'position'
KY750648.1,6364,6813,Error: 'ExactPosition' object has no attribute 'position'
LR216066.1,326802,327251,Error: 'ExactPosition' object has no attribute 'position'
LR216046.1,449516,449965,Error: 'ExactPosition' object has no attribute 'position'
KY750643.1,6004,6453,Error: 'ExactPosition' object has no attribute 'position'
CR931665.1,6163,6612,Error: 'ExactPosition' object has no attribute 'position'
CR931664.1,6163,6612,Error: 'ExactPosition' object has no attribute 'position'
KY750647.1,6011,6460,Error: 'ExactPosition' object has no attribute 'position'
KY750639.1,6566,7015,Error: 'ExactPosition' object has no attribute 'position'
KY750644.1,6608,7057,Error: 'ExactPosition' object has no attribute 'position'
KY750634.1,6608,7057,Error: 'ExactPosition' object has no attribute 'position'
KY750638.1,6657,7106,Error: 'ExactPosition' object has no attribute 'position'
KY750640.1,6676,7125,Error: 'ExactPosition' object has no attribute 'position'
KY750633.1,6676,7125,Error: 'ExactPosition' object has no attribute 'position'
KY750637.1,6690,7139,Error: 'ExactPosition' object has no attribute 'position'
KY750635.1,6674,7123,Error: 'ExactPosition' object has no attribute 'position'
LR216052.1,308110,308559,Error: 'ExactPosition' object has no attribute 'position'
CP126249.1,287910,288359,No matching CDS
LR216058.1,285763,286212,Error: 'ExactPosition' object has no attribute 'position'
CP137107.1,745654,745205,No matching CDS
CP060156.1,341329,341778,Error: 'ExactPosition' object has no attribute 'position'
CR931667.1,7431,7880,Error: 'BeforePosition' object has no attribute 'position'
HE651314.1,3925,4335,Error: 'ExactPosition' object has no attribute 'position'
AJ239004.1,7169,7633,Error: 'BeforePosition' object has no attribute 'position'
AF316641.1,6541,7005,Error: 'BeforePosition' object has no attribute 'position'
CR931644.1,6548,7012,Error: 'BeforePosition' object has no attribute 'position'
CP035241.1,312555,313019,Error: 'BeforePosition' object has no attribute 'position'
CP139862.1,708129,707665,No matching CDS
GU074953.1,4446,5168,Error: 'BeforePosition' object has no attribute 'position'
KF676986.1,4373,5095,Error: 'BeforePosition' object has no attribute 'position'
GU074952.1,4448,5170,Error: 'BeforePosition' object has no attribute 'position'
KF676984.1,4373,5095,Error: 'BeforePosition' object has no attribute 'position'
KF676983.1,4373,5095,Error: 'BeforePosition' object has no attribute 'position'
KF676985.1,4373,5095,Error: 'BeforePosition' object has no attribute 'position'
CR931653.1,10459,11181,Error: 'BeforePosition' object has no attribute 'position'
JX102570.1,10977,11699,Error: 'BeforePosition' object has no attribute 'position'
CP136899.1,654102,654824,Error: 'BeforePosition' object has no attribute 'position'
CP125291.1,317322,318044,Error: 'BeforePosition' object has no attribute 'position'
CP031246.1,886352,887074,No matching CDS
CP002121.1,351271,351993,Error: 'BeforePosition' object has no attribute 'position'
CP089949.1,374227,374949,Error: 'BeforePosition' object has no attribute 'position'
CR931656.1,9785,10507,Error: 'BeforePosition' object has no attribute 'position'
JX102571.1,10981,11703,Error: 'BeforePosition' object has no attribute 'position'
JX102572.1,10981,11703,Error: 'BeforePosition' object has no attribute 'position'
CR931657.1,9756,10478,Error: 'BeforePosition' object has no attribute 'position'
MF140335.1,7922,8644,Error: 'ExactPosition' object has no attribute 'position'
MF140334.1,7922,8644,Error: 'ExactPosition' object has no attribute 'position'
MK606429.1,11247,11969,Error: 'ExactPosition' object has no attribute 'position'
CP137110.1,723167,722445,No matching CDS
CP018838.1,1947504,1948226,Error: 'ExactPosition' object has no attribute 'position'
AP026925.1,319431,320153,Error: 'ExactPosition' object has no attribute 'position'
CR931654.1,9482,10195,Error: 'ExactPosition' object has no attribute 'position'
CR931655.1,11006,11719,Error: 'ExactPosition' object has no attribute 'position'
AJ239004.1,10663,11349,Error: 'ExactPosition' object has no attribute 'position'
AF316641.1,10035,10721,Error: 'ExactPosition' object has no attribute 'position'
CR931644.1,10042,10728,Error: 'ExactPosition' object has no attribute 'position'
CP035241.1,316049,316735,Error: 'ExactPosition' object has no attribute 'position'
CP139862.1,704635,703949,No matching CDS
MK606432.1,12045,12362,Error: 'BeforePosition' object has no attribute 'position'
MK606431.1,12045,12362,Error: 'BeforePosition' object has no attribute 'position'
CR931671.1,10015,10281,Error: 'BeforePosition' object has no attribute 'position'
GU074953.1,6327,6827,Error: 'BeforePosition' object has no attribute 'position'
KF676986.1,6254,6754,Error: 'BeforePosition' object has no attribute 'position'
GU074952.1,6329,6829,Error: 'BeforePosition' object has no attribute 'position'
KF676984.1,6254,6754,Error: 'BeforePosition' object has no attribute 'position'
KF676983.1,6254,6754,Error: 'BeforePosition' object has no attribute 'position'
KF676985.1,6254,6754,Error: 'BeforePosition' object has no attribute 'position'
CR931656.1,11666,12166,Error: 'BeforePosition' object has no attribute 'position'
CR931653.1,12340,12840,Error: 'BeforePosition' object has no attribute 'position'
JX102572.1,12862,13362,Error: 'BeforePosition' object has no attribute 'position'
JX102570.1,12858,13358,Error: 'BeforePosition' object has no attribute 'position'
JX102571.1,12862,13362,Error: 'BeforePosition' object has no attribute 'position'
CP136899.1,655983,656483,Error: 'BeforePosition' object has no attribute 'position'
CP125291.1,319203,319703,Error: 'BeforePosition' object has no attribute 'position'
CP002121.1,353152,353652,Error: 'BeforePosition' object has no attribute 'position'
CP089949.1,376108,376608,Error: 'BeforePosition' object has no attribute 'position'
CR931657.1,11637,12137,Error: 'BeforePosition' object has no attribute 'position'
MF140335.1,9803,10303,Error: 'BeforePosition' object has no attribute 'position'
MF140334.1,9803,10303,Error: 'BeforePosition' object has no attribute 'position'
MK606429.1,13128,13628,Error: 'BeforePosition' object has no attribute 'position'
CP137110.1,721286,720786,No matching CDS
CP018838.1,1949385,1949885,Error: 'BeforePosition' object has no attribute 'position'
AP026925.1,321312,321812,Error: 'BeforePosition' object has no attribute 'position'
CP031246.1,888233,888733,No matching CDS
CR931654.1,11364,11864,Error: 'BeforePosition' object has no attribute 'position'
CR931655.1,12888,13388,Error: 'BeforePosition' object has no attribute 'position'
CP136899.1,656493,657680,Error: 'ExactPosition' object has no attribute 'position'
CP125291.1,319713,320900,Error: 'ExactPosition' object has no attribute 'position'
CP089949.1,376618,377805,Error: 'ExactPosition' object has no attribute 'position'
KF676986.1,6764,7951,Error: 'ExactPosition' object has no attribute 'position'
KF676985.1,6764,7951,Error: 'ExactPosition' object has no attribute 'position'
KF676984.1,6764,7951,Error: 'ExactPosition' object has no attribute 'position'
KF676983.1,6764,7951,Error: 'ExactPosition' object has no attribute 'position'
JX102572.1,13372,14559,Error: 'ExactPosition' object has no attribute 'position'
JX102571.1,13372,14559,Error: 'ExactPosition' object has no attribute 'position'
JX102570.1,13368,14555,Error: 'ExactPosition' object has no attribute 'position'
GU074953.1,6837,8024,Error: 'ExactPosition' object has no attribute 'position'
GU074952.1,6839,8026,Error: 'ExactPosition' object has no attribute 'position'
CP002121.1,353662,354849,Error: 'ExactPosition' object has no attribute 'position'
CR931656.1,12176,13363,Error: 'ExactPosition' object has no attribute 'position'
CR931653.1,12850,14037,Error: 'ExactPosition' object has no attribute 'position'
MK606429.1,13638,14825,Error: 'ExactPosition' object has no attribute 'position'
CP031246.1,888743,889930,No matching CDS
CP018838.1,1949895,1951082,Error: 'ExactPosition' object has no attribute 'position'
MF140335.1,10313,11500,Error: 'ExactPosition' object has no attribute 'position'
MF140334.1,10313,11500,Error: 'ExactPosition' object has no attribute 'position'
CP137110.1,720776,719589,No matching CDS
AP026925.1,321822,323009,Error: 'ExactPosition' object has no attribute 'position'
CR931657.1,12147,13334,Error: 'ExactPosition' object has no attribute 'position'
CR931655.1,13398,14585,Error: 'ExactPosition' object has no attribute 'position'
CR931654.1,11874,13061,Error: 'ExactPosition' object has no attribute 'position'
LR536831.1,379705,380301,Error: 'BeforePosition' object has no attribute 'position'
CR931661.1,7941,8537,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,362767,363363,Error: 'BeforePosition' object has no attribute 'position'
CR931693.2,11825,12538,Error: 'BeforePosition' object has no attribute 'position'
CR931692.1,12133,12846,Error: 'BeforePosition' object has no attribute 'position'
CR931668.1,12888,13601,Error: 'BeforePosition' object has no attribute 'position'
MK606430.1,14939,15652,Error: 'BeforePosition' object has no attribute 'position'
LR216026.1,344861,345574,Error: 'BeforePosition' object has no attribute 'position'
LR216041.1,370596,371309,Error: 'BeforePosition' object has no attribute 'position'
LS483451.1,370755,371468,No matching CDS
MK606433.1,17992,18438,Error: 'BeforePosition' object has no attribute 'position'
CR931674.1,15944,16390,Error: 'BeforePosition' object has no attribute 'position'
CR931671.1,14022,14468,Error: 'BeforePosition' object has no attribute 'position'
AF316642.1,14802,15248,Error: 'BeforePosition' object has no attribute 'position'
CR931673.1,14903,15349,Error: 'BeforePosition' object has no attribute 'position'
CR931672.1,14903,15349,Error: 'BeforePosition' object has no attribute 'position'
LR216045.1,315031,315477,Error: 'BeforePosition' object has no attribute 'position'
LR216056.1,364511,364957,Error: 'BeforePosition' object has no attribute 'position'
LR216034.1,303893,304339,Error: 'BeforePosition' object has no attribute 'position'
CP137105.1,1513523,1513077,No matching CDS
MK606432.1,16046,16492,Error: 'BeforePosition' object has no attribute 'position'
MK606431.1,16046,16492,Error: 'BeforePosition' object has no attribute 'position'
GU074953.1,3769,4449,Error: 'ExactPosition' object has no attribute 'position'
KF676986.1,3696,4376,Error: 'ExactPosition' object has no attribute 'position'
GU074952.1,3771,4451,Error: 'ExactPosition' object has no attribute 'position'
CR931656.1,9108,9788,Error: 'ExactPosition' object has no attribute 'position'
JX102572.1,10304,10984,Error: 'ExactPosition' object has no attribute 'position'
JX102570.1,10300,10980,Error: 'ExactPosition' object has no attribute 'position'
JX102571.1,10304,10984,Error: 'ExactPosition' object has no attribute 'position'
CP136899.1,653425,654105,Error: 'ExactPosition' object has no attribute 'position'
CP125291.1,316645,317325,Error: 'ExactPosition' object has no attribute 'position'
CP002121.1,350594,351274,Error: 'ExactPosition' object has no attribute 'position'
CP089949.1,373550,374230,Error: 'ExactPosition' object has no attribute 'position'
KF676984.1,3696,4376,Error: 'ExactPosition' object has no attribute 'position'
KF676983.1,3696,4376,Error: 'ExactPosition' object has no attribute 'position'
KF676985.1,3696,4376,Error: 'ExactPosition' object has no attribute 'position'
CR931653.1,9782,10462,Error: 'ExactPosition' object has no attribute 'position'
CP031246.1,885675,886355,No matching CDS
CP031246.1,1366495,1366929,No matching CDS
MF140335.1,7224,7913,Error: 'ExactPosition' object has no attribute 'position'
MF140334.1,7224,7913,Error: 'ExactPosition' object has no attribute 'position'
MK606429.1,10549,11238,Error: 'ExactPosition' object has no attribute 'position'
CP137110.1,723865,723176,No matching CDS
CP018838.1,1946806,1947495,Error: 'ExactPosition' object has no attribute 'position'
AP026925.1,318733,319422,Error: 'ExactPosition' object has no attribute 'position'
CR931657.1,9157,9759,Error: 'BeforePosition' object has no attribute 'position'
CR931643.1,8957,9562,Error: 'BeforePosition' object has no attribute 'position'
CR931643.1,10807,11037,Error: 'BeforePosition' object has no attribute 'position'
CR931640.1,8952,9536,Error: 'BeforePosition' object has no attribute 'position'
