allele,accession,start,end
gene_OGC918_wbpI,AF094575.1,11995,12960
gene_OGC918_wbpI,CP091450.1,328475,329440
gene_OGC918_wbpI,CP018137.1,326996,327961
gene_OGC918_wbpI,CP018138.1,328658,329623
gene_OGC918_wbpI,LR216050.1,294028,294993
gene_OGC918_wbpI,LR216063.1,345316,346281
gene_OGC918_wbpI,CP155531.1,1761484,1760519
gene_OGC918_wbpI,CP001993.1,591808,592773
gene_OGC918_wbpI,CP063829.1,349499,350464
gene_OGC918_wbpI,CP045931.1,319946,320911
gene_OGC918_wbpI,CP131709.1,345859,346824
gene_OGC918_wbpI,AP026914.1,316925,317890
gene_OGC918_wbpI,CP035251.1,322714,323679
gene_OGC918_wbpI,LR216036.1,330766,331731
gene_OGC918_wbpI,CP118280.1,1847931,1848896
gene_OGC918_wbpI,CP118284.1,1769958,1768993
gene_OGC918_wbpI,CP118283.1,1722776,1723741
gene_OGC918_wbpI,LR216047.1,385270,386235
gene_OGC918_wbpI,CP118282.1,1740622,1741587
gene_OGC3368_group_696,X85787.1,6378,6827
gene_OGC3368_group_696,CR931662.1,6159,6608
gene_OGC3368_group_696,OM328062.1,4136,4585
gene_OGC3368_group_696,OM328063.1,7139,7588
gene_OGC3368_group_696,LR216025.1,281585,282034
gene_OGC3368_group_696,CP035259.1,326234,326683
gene_OGC3368_group_696,LS483417.1,332706,333155
gene_OGC3368_group_696,FQ312029.1,313740,314189
gene_OGC3368_group_696,LR216043.1,341553,342002
gene_OGC3368_group_696,LR129841.1,313358,313807
gene_OGC3368_group_696,CP035262.1,322035,322484
gene_OGC3368_group_696,CP035258.1,326225,326674
gene_OGC3368_group_696,CP000919.1,317733,318182
gene_OGC3368_group_696,LR216065.1,292889,293338
gene_OGC3368_group_696,AP028607.1,338937,339386
gene_OGC3368_group_696,CP035263.1,312593,313042
gene_OGC3368_group_696,LR595848.1,348676,349125
gene_OGC3368_group_696,LR216028.1,298780,299229
gene_OGC3368_group_696,CP131712.1,298969,299418
gene_OGC3368_group_696,CP001033.1,343975,344424
gene_OGC3368_group_696,CP113115.1,105929,105480
gene_OGC3368_group_696,CP113114.1,419337,419786
gene_OGC3368_group_696,LR536831.1,378258,378707
gene_OGC3368_group_696,CR931661.1,6495,6944
gene_OGC3368_group_696,LR216037.1,361321,361770
gene_OGC3368_group_696,CR931654.1,6568,7017
gene_OGC3368_group_696,CR931655.1,8092,8541
gene_OGC3368_group_696,GU074953.1,1501,1950
gene_OGC3368_group_696,KF676986.1,1428,1877
gene_OGC3368_group_696,GU074952.1,1503,1952
gene_OGC3368_group_696,KF676984.1,1428,1877
gene_OGC3368_group_696,KF676983.1,1428,1877
gene_OGC3368_group_696,KF676985.1,1428,1877
gene_OGC3368_group_696,CR931656.1,6840,7289
gene_OGC3368_group_696,CR931653.1,7514,7963
gene_OGC3368_group_696,JX102572.1,8036,8485
gene_OGC3368_group_696,JX102570.1,8032,8481
gene_OGC3368_group_696,JX102571.1,8036,8485
gene_OGC3368_group_696,CP136899.1,651157,651606
gene_OGC3368_group_696,CP125291.1,314377,314826
gene_OGC3368_group_696,CP031246.1,883407,883856
gene_OGC3368_group_696,CP002121.1,348326,348775
gene_OGC3368_group_696,CP089949.1,371282,371731
gene_OGC3368_group_696,HE651314.1,3925,4335
gene_OGC3368_group_696,MF140335.1,4956,5405
gene_OGC3368_group_696,MF140334.1,4956,5405
gene_OGC3368_group_696,MK606429.1,8281,8730
gene_OGC3368_group_696,CP137110.1,726133,725684
gene_OGC3368_group_696,CP018838.1,1944538,1944987
gene_OGC3368_group_696,AP026925.1,316465,316914
gene_OGC3368_group_696,KY750648.1,6364,6813
gene_OGC3368_group_696,LR216066.1,326802,327251
gene_OGC3368_group_696,LR216046.1,449516,449965
gene_OGC3368_group_696,CR931657.1,6821,7270
gene_OGC3368_group_696,CR931663.1,6166,6615
gene_OGC3368_group_696,CR931666.1,6517,6966
gene_OGC3368_group_696,CP025838.1,325116,325565
gene_OGC3368_group_696,CP131707.1,307781,308230
gene_OGC3368_group_696,KY750643.1,6004,6453
gene_OGC3368_group_696,CR931665.1,6163,6612
gene_OGC3368_group_696,CR931664.1,6163,6612
gene_OGC3368_group_696,KY750647.1,6011,6460
gene_OGC3368_group_696,KY750639.1,6566,7015
gene_OGC3368_group_696,KY750644.1,6608,7057
gene_OGC3368_group_696,KY750634.1,6608,7057
gene_OGC3368_group_696,KY750638.1,6657,7106
gene_OGC3368_group_696,KY750640.1,6676,7125
gene_OGC3368_group_696,KY750633.1,6676,7125
gene_OGC3368_group_696,KY750637.1,6690,7139
gene_OGC3368_group_696,KY750635.1,6674,7123
gene_OGC3368_group_696,LR216052.1,308110,308559
gene_OGC3368_group_696,CP126249.1,287910,288359
gene_OGC3368_group_696,LR216058.1,285763,286212
gene_OGC3368_group_696,CP137107.1,745654,745205
gene_OGC3368_group_696,CP060156.1,341329,341778
gene_OGC3368_group_696,CR931667.1,7431,7880
gene_OGC3368_group_696,AF316641.1,6541,7005
gene_OGC3368_group_696,CR931644.1,6548,7012
gene_OGC3368_group_696,CP035241.1,312555,313019
gene_OGC3368_group_696,CP139862.1,708129,707665
gene_OGC3368_group_696,AJ239004.1,7169,7633
gene_OGC2658_group_192,AP028602.1,521167,522051
gene_OGC2658_group_192,AP025939.1,520118,521002
gene_OGC2658_group_192,AP025937.1,520074,520958
gene_OGC2658_group_192,AP025936.1,520331,521215
gene_OGC2658_group_192,CP082820.1,584942,585826
gene_OGC2658_group_192,LR216040.1,584870,585754
gene_OGC2658_group_192,LR216033.1,566961,567845
gene_OGC2658_group_192,CP031248.1,933808,932924
gene_OGC2658_group_192,LS483451.1,588870,589754
gene_OGC2658_group_192,LS483450.1,548538,549422
gene_OGC2658_group_192,CP137102.1,492838,491954
gene_OGC2658_group_192,HE983624.1,1531143,1530259
gene_OGC2658_group_192,LR216061.1,649664,650548
gene_OGC2658_group_192,LR216027.1,630720,631604
gene_OGC2658_group_192,LR216014.1,551442,552326
gene_OGC2658_group_192,LR216010.1,542175,543059
gene_OGC2658_group_192,LS483449.1,555727,556611
gene_OGC2658_group_192,CP155535.1,1441195,1440311
gene_OGC2658_group_192,CP016633.2,546098,546982
gene_OGC2658_group_192,CP016632.2,552731,553615
gene_OGC2658_group_192,CP016227.1,564650,565534
gene_OGC2658_group_192,AP026922.1,544516,545400
gene_OGC2658_group_192,OX244288.1,597266,598150
gene_OGC2658_group_192,CP035249.1,547887,548771
gene_OGC2658_group_192,CP035248.1,554693,555577
gene_OGC2658_group_192,FQ312042.1,1713297,1714181
gene_OGC2658_group_192,FQ312039.1,1711107,1711991
gene_OGC2658_group_192,FQ312030.1,550682,551566
gene_OGC2658_group_192,CP045931.1,522793,523677
gene_OGC2658_group_192,LR536843.1,545607,546491
gene_OGC2658_group_192,LR216063.1,546742,547626
gene_OGC2658_group_192,LR216058.1,424852,423968
gene_OGC2658_group_192,LR216056.1,569071,569955
gene_OGC2658_group_192,LR216051.1,566567,567451
gene_OGC2658_group_192,LR216032.1,514856,515740
gene_OGC2658_group_192,LR216028.1,556867,557751
gene_OGC2658_group_192,LR216015.1,571371,572255
gene_OGC2658_group_192,LR216013.1,533439,534323
gene_OGC2658_group_192,CP025838.1,522868,523752
gene_OGC2658_group_192,CP031246.1,1081549,1082433
gene_OGC2658_group_192,LS483448.1,577212,578096
gene_OGC2658_group_192,CP026670.1,517357,518241
gene_OGC2658_group_192,CP155534.1,1578503,1577619
gene_OGC2658_group_192,CP156625.1,1576332,1575448
gene_OGC2658_group_192,CP155532.1,1671652,1670768
gene_OGC2658_group_192,CP018838.1,83430,84314
gene_OGC2658_group_192,CP025076.1,1846723,1847607
gene_OGC2658_group_192,CP131715.1,553262,554146
gene_OGC2658_group_192,CP131714.1,553645,554529
gene_OGC2658_group_192,CP131713.1,554054,554938
gene_OGC2658_group_192,CP131710.1,594815,595699
gene_OGC2658_group_192,CP131708.1,502438,503322
gene_OGC2658_group_192,CP131706.1,557094,557978
gene_OGC2658_group_192,CP145437.1,835595,834711
gene_OGC2658_group_192,CP099641.1,1596907,1596023
gene_OGC2658_group_192,AP026915.1,557200,558084
gene_OGC2658_group_192,CP126249.1,496089,496973
gene_OGC2658_group_192,CP089949.1,589172,590056
gene_OGC2658_group_192,CP060156.1,550392,551276
gene_OGC2658_group_192,CP035254.1,584709,585593
gene_OGC2658_group_192,CP035253.1,545282,546166
gene_OGC2658_group_192,CP035252.1,525638,526522
gene_OGC2658_group_192,CP035251.1,525678,526562
gene_OGC2658_group_192,CP035236.1,553371,554255
gene_OGC2658_group_192,CP083627.1,1464682,1465566
gene_OGC2658_group_192,CP000919.1,520394,521278
gene_OGC2658_group_192,FM211187.1,517357,518241
gene_OGC2658_group_192,CP053210.1,548513,549397
gene_OGC2658_group_192,CP137111.1,537400,536516
gene_OGC2658_group_192,CP137106.1,489765,488881
gene_OGC2658_group_192,CP035243.1,566054,566938
gene_OGC2658_group_192,CP035242.1,1743961,1743077
gene_OGC2658_group_192,LR216055.1,535868,536752
gene_OGC2658_group_192,LR216041.1,576302,577186
gene_OGC2658_group_192,LR216037.1,567070,567954
gene_OGC2658_group_192,LR216016.1,632183,633067
gene_OGC2658_group_192,CP136899.1,853361,854245
gene_OGC2658_group_192,AP028607.1,537394,538278
gene_OGC2658_group_192,AP028601.1,563471,564355
gene_OGC2658_group_192,CP125291.1,512986,513870
gene_OGC2658_group_192,CP035241.1,501752,502636
gene_OGC2658_group_192,CP002121.1,548407,549291
gene_OGC2658_group_192,LR536845.1,540339,541223
gene_OGC2658_group_192,CP131712.1,507293,508177
gene_OGC2658_group_192,LR216052.1,505310,506194
gene_OGC2658_group_192,AP018938.1,546877,547761
gene_OGC2658_group_192,LR134294.1,73574,74458
gene_OGC2658_group_192,CP031245.1,1077464,1078348
gene_OGC2658_group_192,CP067363.1,548677,549561
gene_OGC2658_group_192,LR216054.1,499167,500051
gene_OGC2658_group_192,LR216024.1,576380,577264
gene_OGC2658_group_192,LS483523.1,2067860,2066976
gene_OGC2658_group_192,CP028436.1,575282,576166
gene_OGC2658_group_192,CP155538.1,448405,449289
gene_OGC2658_group_192,AP031395.1,585538,586422
gene_OGC2658_group_192,AP031394.1,584116,585000
gene_OGC2658_group_192,CP137100.1,1639075,1639959
gene_OGC2658_group_192,AP026926.1,584133,585017
gene_OGC2658_group_192,CP035256.1,587351,588235
gene_OGC2658_group_192,CP035255.1,547523,548407
gene_OGC3461_group_774,FQ312029.1,314189,314692
gene_OGC3461_group_774,LR129841.1,313807,314310
gene_OGC3461_group_774,CP035262.1,322484,322987
gene_OGC3461_group_774,CP000919.1,318182,318685
gene_OGC3461_group_774,LR216065.1,293338,293841
gene_OGC3461_group_774,CP035263.1,313042,313545
gene_OGC3461_group_774,LR595848.1,349125,349628
gene_OGC3461_group_774,CP001033.1,344424,344927
gene_OGC3461_group_774,CR931662.1,6608,7111
gene_OGC3461_group_774,OM328062.1,4585,5088
gene_OGC3461_group_774,OM328063.1,7588,8091
gene_OGC3461_group_774,LR216025.1,282034,282537
gene_OGC3461_group_774,CP035259.1,326683,327186
gene_OGC3461_group_774,LS483417.1,333155,333658
gene_OGC3461_group_774,LR216043.1,342002,342505
gene_OGC3461_group_774,CP035258.1,326674,327177
gene_OGC3461_group_774,AP028607.1,339386,339889
gene_OGC3461_group_774,LR216028.1,299229,299732
gene_OGC3461_group_774,CP131712.1,299418,299921
gene_OGC3461_group_774,CP113115.1,105480,104977
gene_OGC3461_group_774,CP113114.1,419786,420289
gene_OGC3461_group_774,HE651314.1,4373,4876
gene_OGC3461_group_774,X85787.1,6827,7330
gene_OGC3461_group_774,KY750643.1,6453,6956
gene_OGC3461_group_774,CR931665.1,6612,7115
gene_OGC3461_group_774,CR931664.1,6612,7115
gene_OGC3461_group_774,KY750647.1,6460,6963
gene_OGC3461_group_774,KY750648.1,6813,7316
gene_OGC3461_group_774,KY750639.1,7015,7518
gene_OGC3461_group_774,KY750644.1,7057,7560
gene_OGC3461_group_774,KY750634.1,7057,7560
gene_OGC3461_group_774,KY750638.1,7106,7609
gene_OGC3461_group_774,KY750640.1,7125,7628
gene_OGC3461_group_774,KY750633.1,7125,7628
gene_OGC3461_group_774,KY750637.1,7139,7642
gene_OGC3461_group_774,KY750635.1,7123,7626
gene_OGC3461_group_774,LR216066.1,327251,327754
gene_OGC3461_group_774,LR216052.1,308559,309062
gene_OGC3461_group_774,CP126249.1,288359,288862
gene_OGC3461_group_774,LR216058.1,286212,286715
gene_OGC3461_group_774,LR216046.1,449965,450468
gene_OGC3461_group_774,CP137107.1,745205,744702
gene_OGC3461_group_774,CP060156.1,341778,342281
gene_OGC3461_group_774,CR931663.1,6615,7022
gene_OGC3461_group_774,CR931666.1,6966,7373
gene_OGC3461_group_774,CP025838.1,325565,325972
gene_OGC3461_group_774,CP131707.1,308230,308637
gene_OGC3461_group_774,CR931657.1,7270,7758
gene_OGC3461_group_774,MF140335.1,5405,5893
gene_OGC3461_group_774,MF140334.1,5405,5893
gene_OGC3461_group_774,MK606429.1,8730,9218
gene_OGC3461_group_774,CP137110.1,725684,725196
gene_OGC3461_group_774,CP018838.1,1944987,1945475
gene_OGC3461_group_774,AP026925.1,316914,317402
gene_OGC3461_group_774,LR536831.1,378707,379177
gene_OGC3461_group_774,GU074953.1,1950,2438
gene_OGC3461_group_774,KF676986.1,1877,2365
gene_OGC3461_group_774,GU074952.1,1952,2440
gene_OGC3461_group_774,KF676984.1,1877,2365
gene_OGC3461_group_774,KF676983.1,1877,2365
gene_OGC3461_group_774,KF676985.1,1877,2365
gene_OGC3461_group_774,CR931656.1,7289,7777
gene_OGC3461_group_774,CR931653.1,7963,8451
gene_OGC3461_group_774,JX102572.1,8485,8973
gene_OGC3461_group_774,JX102570.1,8481,8969
gene_OGC3461_group_774,JX102571.1,8485,8973
gene_OGC3461_group_774,CP136899.1,651606,652094
gene_OGC3461_group_774,CP125291.1,314826,315314
gene_OGC3461_group_774,CP031246.1,883856,884344
gene_OGC3461_group_774,CP002121.1,348775,349263
gene_OGC3461_group_774,CP089949.1,371731,372219
gene_OGC3461_group_774,CR931661.1,6944,7414
gene_OGC3461_group_774,LR216037.1,361770,362240
gene_OGC3461_group_774,CR931654.1,7017,7490
gene_OGC3461_group_774,CR931655.1,8541,9014
gene_OGC3461_group_774,CR931667.1,7880,8350
gene_OGC3461_group_774,AF316641.1,7006,7437
gene_OGC3461_group_774,CR931644.1,7013,7444
gene_OGC3461_group_774,CP035241.1,313020,313451
gene_OGC3461_group_774,CP139862.1,707664,707233
gene_OGC3461_group_774,AJ239004.1,7634,8065
gene_OGC3482_group_788,LR595848.1,349618,350790
gene_OGC3482_group_788,LR216065.1,293831,295003
gene_OGC3482_group_788,LR216028.1,299722,300894
gene_OGC3482_group_788,LR129841.1,314300,315472
gene_OGC3482_group_788,CP113115.1,104987,103815
gene_OGC3482_group_788,CP113114.1,420279,421451
gene_OGC3482_group_788,OM328063.1,8081,9253
gene_OGC3482_group_788,OM328062.1,5078,6250
gene_OGC3482_group_788,CP035263.1,313535,314707
gene_OGC3482_group_788,CP035262.1,322977,324149
gene_OGC3482_group_788,FQ312029.1,314682,315854
gene_OGC3482_group_788,CP000919.1,318675,319847
gene_OGC3482_group_788,CP001033.1,344917,346089
gene_OGC3482_group_788,LR216043.1,342495,343667
gene_OGC3482_group_788,LR216025.1,282527,283699
gene_OGC3482_group_788,LS483417.1,333648,334820
gene_OGC3482_group_788,CP131712.1,299911,301083
gene_OGC3482_group_788,AP028607.1,339879,341051
gene_OGC3482_group_788,CP035259.1,327176,328348
gene_OGC3482_group_788,CP035258.1,327167,328339
gene_OGC3482_group_788,HE651314.1,4866,6038
gene_OGC3482_group_788,CR931662.1,7101,8273
gene_OGC3482_group_788,X85787.1,7320,8492
gene_OGC3482_group_788,LR216046.1,450458,451630
gene_OGC3482_group_788,KY750648.1,7306,8478
gene_OGC3482_group_788,LR216066.1,327744,328916
gene_OGC3482_group_788,KY750639.1,7508,8680
gene_OGC3482_group_788,KY750644.1,7550,8722
gene_OGC3482_group_788,KY750634.1,7550,8722
gene_OGC3482_group_788,KY750638.1,7599,8771
gene_OGC3482_group_788,KY750640.1,7618,8790
gene_OGC3482_group_788,KY750633.1,7618,8790
gene_OGC3482_group_788,KY750637.1,7632,8804
gene_OGC3482_group_788,KY750635.1,7616,8788
gene_OGC3482_group_788,LR216052.1,309052,310224
gene_OGC3482_group_788,CP126249.1,288852,290024
gene_OGC3482_group_788,CP137107.1,744712,743540
gene_OGC3482_group_788,CP060156.1,342271,343443
gene_OGC3482_group_788,KY750643.1,6946,8118
gene_OGC3482_group_788,CR931665.1,7105,8277
gene_OGC3482_group_788,CR931664.1,7105,8277
gene_OGC3482_group_788,KY750647.1,6953,8125
gene_OGC3482_group_788,LR216058.1,286705,287877
gene_OGC3482_group_788,KC555045.1,19,462
gene_OGC3482_group_788,KC555046.1,1,411
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216058.1,287874,288899
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216058.1,288919,289257
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216058.1,1632124,1631789
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216058.1,1635458,1635126
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216058.1,1144730,1143897
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216058.1,1639832,1639500
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216058.1,71192,71458
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216058.1,91399,91674
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216052.1,310221,311246
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216052.1,311266,311604
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216052.1,1222902,1222069
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216052.1,74687,74962
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216052.1,92525,92800
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750647.1,8122,9147
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750647.1,9167,9505
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750644.1,8719,9744
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750644.1,9764,10102
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750643.1,8115,9140
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750643.1,9160,9498
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750640.1,8787,9812
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750640.1,9832,10170
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750639.1,8677,9702
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750639.1,9722,10060
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750638.1,8768,9793
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750638.1,9813,10151
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750637.1,8801,9826
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750637.1,9846,10184
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750635.1,8785,9810
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750635.1,9830,10168
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750634.1,8719,9744
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750634.1,9764,10102
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750633.1,8787,9812
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750633.1,9832,10170
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,743543,742518
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,742498,742160
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,1590249,1590587
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,1586915,1587247
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,1954988,1955821
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,1579537,1579869
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,1582542,1582796
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,973708,973433
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137107.1,954984,954673
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,290021,291046
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,291066,291404
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,1200082,1199249
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,1576262,1575930
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,1580633,1580304
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,1583638,1583306
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,1572928,1572734
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,1572734,1572594
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,74290,74565
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP126249.1,92929,93240
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP060156.1,343440,344465
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP060156.1,344485,344823
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP060156.1,1709755,1709420
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP060156.1,1713089,1712757
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP060156.1,1273930,1273097
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP060156.1,1717461,1717207
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP060156.1,125246,125512
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP060156.1,145453,145728
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931665.1,8274,9299
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931665.1,9319,9657
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931664.1,8274,9299
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931664.1,9319,9657
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750648.1,8475,9500
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,KY750648.1,9520,9858
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216066.1,328913,329938
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216066.1,1582035,1581703
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216066.1,329958,330296
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216066.1,1325708,1324875
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216066.1,103335,103601
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216066.1,121098,121373
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216046.1,451627,452652
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216046.1,452672,453010
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216046.1,1371211,1370378
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216046.1,181909,182184
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216046.1,199789,200100
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP025838.1,327271,328293
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP025838.1,328313,328651
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP025838.1,1204011,1203034
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP025838.1,96297,96572
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP025838.1,114662,114973
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131707.1,309936,310958
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131707.1,310978,311316
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131707.1,1625081,1624746
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131707.1,1277964,1277131
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131707.1,1633127,1632795
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131707.1,1637315,1636983
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131707.1,101316,101591
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931666.1,8672,9694
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931666.1,9714,10052
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931663.1,8321,9343
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931663.1,9363,9701
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR595848.1,350787,351782
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR595848.1,351833,352171
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR595848.1,1670765,1670433
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR595848.1,1292312,1291479
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR595848.1,114695,114970
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR595848.1,133047,133322
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216065.1,295000,295995
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216065.1,296046,296384
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216065.1,1603244,1602912
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216065.1,1205460,1204627
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216065.1,59134,59409
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216065.1,77935,78210
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216043.1,343664,344659
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216043.1,344710,345048
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216043.1,1639732,1639397
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216043.1,1643066,1642734
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216043.1,1647437,1647108
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216043.1,1272884,1272051
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216043.1,114226,114492
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216043.1,130962,131273
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216028.1,300891,301886
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216028.1,301937,302275
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216028.1,1344333,1343500
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216028.1,62160,62426
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216028.1,85567,85842
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216025.1,283696,284691
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216025.1,284742,285080
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216025.1,1166268,1165435
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216025.1,64714,64989
